Age,Date,A,B,C,D,E
37,2000-07-04,795.0,,,1125.4,
33,1973-03-31,,,427.9,291.0,
18,1974-09-08,,205.0,,321.3,
40,1979-11-15,328.7,,561.7,,555.8
33,1998-02-16,,436.1,,,762.6
43,2009-06-20,,605.6,,1357.7,1054.2
37,2014-07-17,,656.7,,,
64,1978-07-19,294.0,237.6,,,546.0
56,1995-10-02,700.8,423.3,,1077.2,878.7
17,1974-03-23,189.2,,,,485.6
65,1980-08-03,354.2,248.0,649.2,536.9,
42,2008-03-25,,,,1276.1,
45,2018-07-24,1290.3,,1595.7,,1125.4
26,1983-01-16,391.0,,,,609.3
22,1999-10-06,,494.2,,1229.3,863.2
19,2019-02-07,,,1564.7,,1120.4
60,2005-06-16,871.2,610.8,1285.4,,
14,1978-10-02,,,,,587.9
46,1983-04-25,446.4,292.8,,,559.3
18,2014-01-26,1146.6,,,1473.1,1052.8
32,1993-03-13,630.5,386.8,,994.9,761.9
21,1971-07-15,145.0,,,,435.0
19,1989-08-16,,392.2,,,
23,2011-07-05,,,,,980.7
19,2013-10-05,,,,,1117.1
21,2009-11-01,1101.5,,,,
43,2000-03-07,812.1,459.3,1188.1,1054.8,869.7
15,1994-02-03,711.4,,927.3,,
61,2003-03-29,802.3,,1328.3,,
25,1980-08-23,371.5,302.5,558.0,557.3,584.1
60,1999-11-23,,533.1,1178.0,,
42,1976-01-24,238.2,,504.3,403.1,518.8
63,1982-12-22,,,,,598.6
23,1991-01-26,,369.2,,,700.8
46,1986-02-12,458.5,,812.4,,
62,1972-03-09,158.6,,,266.4,
17,1983-04-08,451.8,,,636.7,
20,1987-11-10,,,731.8,,623.5
56,1984-10-17,485.7,,711.0,625.9,
23,2009-09-11,,588.4,1508.2,,
42,2011-06-14,1064.3,,1510.2,,
28,2005-04-28,,,1377.3,1314.8,961.2
38,1999-04-14,,,,,822.8
46,2016-12-05,1205.9,,,1598.6,
46,1970-10-13,,,,,382.6
56,1972-02-03,144.4,164.8,380.1,,
51,1983-04-30,,,718.2,,660.1
63,1986-04-09,,309.5,,,
65,2013-05-04,1198.6,,1456.2,,1110.7
30,2014-01-30,,669.7,,,1041.5
64,1986-07-14,,,,750.6,597.4
17,1973-05-22,170.7,204.3,413.6,,
64,2002-09-09,893.2,533.0,,1295.0,948.1
41,2018-04-26,1155.9,738.7,1549.7,1658.2,
48,1995-06-29,703.1,457.6,976.6,933.1,839.3
23,2006-11-12,,631.2,,,1027.2
57,2003-08-27,,597.3,1274.2,,
26,2016-04-16,,630.3,1664.6,,1087.9
38,1983-08-05,456.4,,,,
47,2020-05-06,1316.6,,1743.0,1826.9,1074.4
15,1979-05-21,,,527.1,,539.6
14,1983-12-20,433.6,284.2,,625.0,
53,2014-08-23,,,,1709.9,1127.3
49,2019-08-17,1367.5,,1741.4,1835.4,
50,2007-07-22,916.2,,,,
65,1999-04-04,790.1,,,,
61,2011-11-25,1187.5,694.3,1540.9,,1046.4
39,2015-03-08,,639.5,1420.6,,
55,2003-08-19,,,1183.4,,982.5
23,1980-05-31,,298.2,601.4,,513.9
18,2000-06-23,847.9,492.7,1072.5,1174.8,
15,2001-08-06,,511.8,,,
33,1996-03-27,,,,,770.1
51,1986-07-24,,348.8,,658.1,
42,1982-12-17,,,,572.9,
23,1981-01-29,,,545.6,,596.4
22,1972-05-28,,184.8,,248.6,
37,1988-05-29,490.3,,,832.5,
53,2004-03-07,,,1283.2,1155.1,
62,1986-11-17,,339.7,,,670.6
46,1977-06-10,,,534.1,436.0,
65,1987-04-14,,,,,635.5
62,2013-12-14,,715.8,,,
48,1970-11-10,,166.5,,229.8,419.3
41,1996-01-18,641.7,,942.4,1071.7,
22,1982-03-27,395.5,,,556.6,550.1
45,1997-10-11,,,,,912.1
53,1997-04-07,811.3,454.6,,1100.5,
15,1997-01-13,723.9,453.7,967.0,1020.8,893.8
59,2010-01-01,993.9,,,,964.5
41,2020-03-27,1227.2,,1760.4,,
26,1994-10-06,,474.7,,,
54,1977-08-12,281.1,248.8,495.4,,510.4
24,1974-04-25,,,424.9,336.6,469.3
54,1986-04-02,,,710.2,,677.9
44,1989-02-03,559.7,,886.0,771.4,669.9
33,1997-03-29,,,1064.4,,825.8
32,1996-04-21,669.0,501.7,,,
34,1995-01-29,683.5,488.6,993.4,970.8,755.4
56,2014-11-11,,636.7,,1760.0,
39,2000-05-23,869.3,,1061.5,1103.7,
25,1989-09-13,,,,,764.0
45,2010-12-16,980.5,661.4,,1486.6,
32,2012-03-26,,,,,1144.9
62,2000-08-06,802.8,,,,
54,1986-11-09,489.5,326.8,,677.7,
14,1989-04-23,606.3,,,,
55,1980-01-20,322.0,260.7,,499.1,
31,1994-11-21,741.5,428.7,,,
24,1995-11-03,712.6,413.0,957.9,,
32,1977-02-25,,231.5,506.0,,491.4
51,2008-07-27,,,1321.5,1505.6,
67,1972-06-25,,189.0,,,
42,2011-04-02,1059.5,,1345.4,1622.1,1021.0
40,2017-11-21,,,,,1086.4
52,2016-06-29,,627.4,,1511.1,1160.2
34,2015-02-25,1222.3,,,,
43,2012-08-20,,659.8,1442.7,1458.9,
16,2004-10-16,,582.4,1227.5,,
34,2014-03-21,1157.7,,1589.5,,
57,2000-11-02,,520.5,1223.5,1133.7,
17,2012-03-21,1027.3,682.1,1458.3,,1067.7
15,1970-03-22,,,307.1,,415.1
57,1972-12-18,,,417.2,291.7,
43,2019-05-16,1160.3,,1593.8,,1131.0
56,1983-02-24,421.2,,,593.6,
25,1993-03-26,,,1027.3,,
58,2002-03-20,845.6,556.4,1099.4,1201.4,
22,1994-03-15,,,959.1,1017.3,709.8
42,2018-11-07,,,,,1134.8
47,1974-10-11,217.9,,468.4,,
27,2008-12-12,,628.2,,1497.4,
64,2018-05-27,1251.8,,,,1096.3
45,2001-09-19,,,,,850.7
51,2016-08-09,,,1456.7,1620.3,
50,1973-02-08,,185.8,,326.0,439.0
54,1979-07-14,,277.9,,,
55,1970-05-05,110.1,,,,
27,1998-11-12,851.3,458.5,,1124.0,
60,1993-10-15,682.8,448.6,903.0,922.1,731.5
21,1987-11-07,,,843.5,,639.9
42,2018-02-17,1148.0,688.7,,,1050.1
37,1988-10-01,521.1,375.6,,710.0,650.5
35,2019-04-12,1213.3,,1537.5,1654.8,1089.0
56,2002-12-08,928.0,512.0,1119.8,,
32,1980-01-19,,257.1,530.0,,530.8
48,1975-01-17,,218.7,453.1,,
66,1989-04-19,,356.6,,860.2,699.5
45,2009-09-18,1060.1,,,,
60,1986-10-22,528.4,353.9,822.3,715.5,710.7
38,1981-03-29,,309.8,,574.5,
22,1980-02-16,343.8,,548.1,485.9,592.3
63,2019-04-06,1204.0,,,,1105.2
32,1994-05-26,661.7,397.3,875.6,,853.5
55,2013-10-31,1090.9,,1529.3,1588.3,
21,1974-08-17,212.0,,447.7,,
56,2008-05-17,,630.8,1377.1,1460.1,1029.6
58,2020-11-21,1319.1,,1821.4,1790.1,1193.3
31,1986-06-13,462.6,,,704.4,
20,2008-04-21,929.4,651.4,,1429.1,
37,2010-11-08,1162.7,,,,
17,2020-05-02,1381.7,707.3,,1923.9,
43,2004-01-26,895.3,,1232.0,1361.3,
37,1973-12-14,203.0,,,,
19,1982-08-11,380.0,,710.1,559.7,
46,1970-10-12,,,312.5,243.4,
67,1972-05-28,143.2,180.0,352.9,,426.0
63,1976-01-24,,230.7,474.8,409.4,510.9
33,1981-06-29,,267.2,,557.0,532.2
60,1979-01-08,293.7,,,452.3,579.1
22,1982-11-10,,286.4,628.4,,
38,1974-06-12,,189.1,,,
16,2000-06-02,,,,1105.1,864.8
45,2020-08-22,,,,,1282.2
45,1971-09-09,131.5,176.1,365.8,,408.7
47,1986-03-28,506.0,366.0,817.4,642.7,
33,1977-08-24,,,,435.0,553.0
22,1997-05-26,,518.5,1115.8,,
18,2003-09-30,944.3,584.5,1277.4,,965.2
30,2006-10-17,1035.7,602.4,1214.4,1489.5,
45,2013-05-15,,631.6,,1672.3,1054.5
55,1984-01-09,421.2,,,633.0,595.2
62,1987-08-19,,332.7,723.7,707.5,
44,2008-04-01,,550.9,1327.7,1351.3,1077.5
36,1976-08-20,269.4,,502.1,,
40,1991-07-02,564.8,415.9,,,720.8
56,2020-01-18,1169.4,788.8,,1852.3,
45,1995-10-09,,463.5,,908.3,
62,1986-05-14,,,,,615.7
25,2016-03-05,,,,1595.8,
48,1985-01-28,,317.9,,,646.4
34,1990-07-08,543.6,,829.1,,774.1
67,2005-10-14,,,,1203.8,988.2
63,1986-04-10,,341.9,,730.2,
66,2015-06-11,1153.7,690.7,1482.8,1509.5,
31,1993-12-06,650.3,462.6,861.8,1036.3,
31,1979-07-21,336.9,,522.3,,557.9
32,1996-07-05,662.8,483.4,,943.6,890.8
23,1972-05-25,148.9,,,294.9,463.6
15,1998-09-24,761.2,,1062.2,,868.4
48,2002-09-26,,,1138.1,1329.0,934.2
23,1996-01-07,,437.9,,,812.6
34,1997-02-13,,,1024.2,1064.8,861.1
51,2005-02-07,889.9,,1342.1,1318.8,
16,1985-08-18,,323.9,,705.4,
29,1981-11-24,372.8,,,,547.1
41,2019-07-08,1345.2,,1567.2,,
64,1977-02-14,,,,448.2,
27,2016-08-04,,671.2,1693.3,1767.9,
51,1998-02-17,734.7,485.6,,,789.3
26,1981-11-13,377.5,308.8,563.5,,592.2
20,1975-08-18,,223.2,,410.3,520.8
21,1984-10-28,441.1,,,679.7,668.8
32,2009-02-02,,,1384.4,1465.2,992.0
27,1973-08-06,,178.0,,283.2,
59,1979-07-02,,275.9,,537.9,548.4
30,2016-05-10,1136.3,643.5,1601.9,1774.7,
29,1987-01-31,530.2,,,775.9,709.6
66,2007-10-25,955.1,550.0,1451.1,,1060.4
18,1994-06-07,666.8,445.9,,994.9,
14,2002-08-31,,,,,978.6
32,1987-04-21,,383.4,,,
17,2020-10-30,,735.6,,1835.9,
59,1984-02-12,407.6,317.3,,618.5,
49,1980-01-04,308.9,,582.0,,528.2
48,1970-05-04,,153.2,,197.5,426.5
19,1997-08-02,722.9,441.8,,1081.1,877.3
39,1993-01-27,696.0,428.3,955.2,,719.9
36,2005-07-13,,,1316.1,1341.6,
45,2001-04-23,,551.7,,1255.2,
60,2003-03-01,924.7,,,,
24,2005-02-05,,,1167.4,1225.1,
48,1979-12-23,,,,504.2,543.3
17,2017-05-27,,773.0,1658.6,,1074.7
53,1989-04-21,522.4,,,,690.0
35,2016-09-19,1174.1,,,,1047.7
19,2011-09-10,,644.1,1539.3,,
25,1989-01-30,,,,811.1,
14,2020-04-16,,,,,1304.2
66,1995-06-06,744.2,,,995.8,804.8
46,2000-07-11,,,,,841.1
54,1990-01-27,583.4,,904.9,773.4,656.6
51,2009-07-26,,,,1418.4,
35,2017-09-20,1195.1,711.5,1669.5,1651.9,1161.9
22,2000-04-09,,525.2,,1150.5,811.1
50,2013-02-22,,616.1,,,
14,2014-04-13,1044.6,,,,1039.3
35,1973-07-04,,173.2,,,442.4
48,1985-03-27,,,722.6,,
62,1974-12-09,,,464.3,,
59,2013-01-02,1104.3,703.2,,,
48,1999-07-30,,482.5,1154.2,,877.0
33,1980-09-23,346.9,265.6,562.0,502.0,
15,2013-02-02,1222.4,708.2,,1685.4,
27,1991-05-10,,407.9,,866.7,
15,1994-12-14,635.6,,,,
44,1983-09-26,435.7,,,689.1,662.7
65,1981-12-20,354.0,,,,
25,2010-10-26,,681.9,,,
52,1988-11-29,,373.2,752.0,,679.7
29,2015-06-23,1272.2,690.5,,1468.9,
53,2019-02-08,,,,,1176.4
23,1990-12-16,,,902.3,880.0,740.9
52,1998-08-31,735.1,486.4,,,796.3
14,1990-01-26,,,845.0,,
43,2008-04-10,,,1251.0,,939.6
28,1995-10-07,,,,,756.8
26,2013-11-17,1047.2,614.2,,,1163.2
31,1985-06-11,492.2,354.7,734.8,695.3,
43,2010-07-09,,,1282.5,,
17,1972-03-25,154.8,183.3,390.0,,
29,1996-12-14,696.9,444.8,,1057.3,
53,2008-10-16,,,,,1023.4
59,1991-05-17,581.7,,,,760.8
36,1994-04-30,705.6,,,1017.3,768.4
37,1971-12-28,,,365.3,,
33,2011-01-07,,651.2,,1356.8,
14,1978-12-17,,,,,583.3
51,1977-05-06,284.8,,,427.8,466.4
17,2014-05-30,,,1479.5,1728.8,
14,1992-09-18,,423.1,,,
33,1975-08-27,,,,,525.7
21,1988-10-31,,,,777.4,666.7
60,2010-05-12,,568.2,1376.6,,
20,2019-03-29,1236.9,,1723.8,,1234.3
65,1995-04-22,695.2,478.5,902.2,,842.1
64,1983-08-31,,303.8,738.8,620.9,
36,1975-03-01,,,480.0,,453.8
40,1989-04-04,,,889.8,,658.1
48,2018-08-09,1341.7,,1579.0,1764.7,
34,1997-04-26,707.7,,,1027.3,
19,1994-06-23,,402.1,1042.1,,
53,1989-11-23,544.3,414.0,877.4,,747.2
41,2016-07-20,1194.2,,,1745.4,1035.6
35,1998-09-08,776.1,,998.3,,931.4
46,2019-12-30,,,1644.3,,
62,2013-06-21,,654.9,1422.1,1693.9,
33,2019-06-15,,,1536.5,1867.2,1195.6
28,2016-03-29,,,,,1020.8
19,2020-03-29,,730.1,1557.8,1653.3,1265.5
44,2014-10-31,1084.8,,1597.0,1738.4,1197.0
37,2002-02-12,,482.5,,,
41,1987-12-08,533.1,328.3,,,738.7
32,2003-03-01,858.5,,,,938.6
33,2008-06-10,942.2,,,1477.8,1052.6
21,1983-02-02,389.3,,,,547.5
23,1974-05-04,,204.3,438.6,,481.8
15,2000-12-24,748.9,,,,
24,1999-03-04,,522.0,1032.1,1162.6,831.2
67,2013-01-26,1197.8,707.5,1469.7,,1127.3
50,1987-04-28,477.1,,785.7,,
38,1974-04-09,,184.1,407.5,,
58,1985-02-22,442.0,317.5,727.0,668.4,694.3
56,1999-06-01,808.4,497.8,,1231.5,873.1
57,1980-09-18,,283.4,,,
16,1993-06-03,676.8,404.4,972.0,,
54,1996-09-23,,466.3,1048.2,,802.9
27,2005-09-02,915.9,521.5,1252.8,,
27,1971-10-27,,,,237.1,433.5
14,2001-11-29,918.8,523.9,1278.2,1084.3,
56,1975-03-21,,,428.2,372.8,
35,1970-03-27,104.8,152.8,302.3,213.6,
26,1995-05-06,691.0,457.7,1032.5,952.9,841.3
56,1978-01-14,,252.6,555.1,455.0,
37,2011-12-25,,580.3,,,
38,2008-12-21,1068.0,638.1,,1311.3,1023.4
52,2004-10-30,863.0,,1255.3,1249.5,
56,2015-01-25,1072.4,629.6,1633.2,1493.3,1139.8
36,1987-01-11,,,706.5,,702.1
22,2004-04-09,,,,1235.2,916.4
25,1970-08-18,,147.5,,199.9,
16,1999-07-31,829.4,547.6,1149.8,1194.8,
26,2004-09-25,920.4,,,,1029.2
36,2016-03-02,1086.3,,,,
19,2018-07-01,,754.9,,,
18,2018-07-30,1270.7,788.0,1723.7,1595.7,
20,2007-10-18,938.7,,1452.5,,
45,2011-07-10,,636.8,,,
16,1975-08-11,229.3,201.1,,381.8,
60,1975-11-28,,197.9,,407.5,523.3
66,1989-12-23,617.7,353.7,797.1,798.1,
59,2001-10-15,,573.4,1094.4,,845.1
48,1987-03-26,464.3,349.0,846.7,811.8,617.0
51,1999-04-21,714.8,541.5,1140.6,,
29,1973-02-24,,179.3,,319.3,
48,1977-12-30,,,527.4,,551.3
63,2005-04-30,1006.9,,1314.0,1194.6,981.7
54,1998-01-20,764.8,,1038.8,1060.4,
49,1981-06-06,339.9,,,570.5,
40,2008-11-25,,664.4,1487.0,1480.0,
15,2001-03-07,833.0,,,1125.2,
35,1977-09-13,,,,,509.5
37,1989-03-25,571.3,377.0,856.3,733.0,
27,1981-11-17,,,,543.6,
35,1977-11-27,277.0,234.4,,412.5,506.7
63,1998-09-29,788.7,450.8,,1157.6,921.4
19,2005-11-29,,,1247.7,1261.7,941.9
62,1998-02-27,807.4,,1116.2,1091.4,
25,2019-04-05,,,,1655.6,
24,2017-05-27,,,1447.0,,1231.4
62,1983-01-10,406.1,290.2,,,
25,1991-02-11,643.8,391.6,963.1,877.5,691.3
66,1983-05-07,,,630.8,630.5,635.9
27,2003-02-24,931.0,,,,980.9
37,1993-09-06,631.7,393.2,,,
57,1980-09-20,320.9,,563.6,537.1,
46,1976-07-09,250.5,222.8,454.5,,459.0
56,1999-03-12,856.1,483.9,1104.9,1141.0,
41,1981-05-31,365.5,,,,
47,2013-08-21,1157.2,647.8,,,1007.1
46,1985-04-10,413.6,,698.5,686.1,
64,2010-07-30,1129.8,586.9,1361.6,,1118.9
67,1999-02-15,,,,,907.6
34,2006-02-22,,620.8,1313.6,1396.3,1020.5
62,1972-11-14,158.6,,381.4,288.2,
17,1992-10-11,,432.6,962.0,911.1,729.9
50,2004-02-26,,512.1,1287.9,,
19,2010-02-07,967.7,610.0,1381.2,1546.7,
36,1982-06-25,398.5,,676.5,,570.3
32,1982-06-09,,309.9,650.9,,536.1
36,1970-02-09,,149.2,,188.5,377.5
16,1993-12-02,656.8,429.7,,,797.9
19,2009-02-19,1039.7,,,1331.3,977.5
40,1986-11-09,502.0,324.3,,754.2,
15,2014-11-12,,624.5,1596.5,1712.8,1041.3
49,2010-09-21,1109.3,,1279.2,1414.2,1085.4
58,2001-06-16,779.1,499.4,,,871.3
23,1982-10-04,373.8,,613.7,627.8,624.8
67,2003-01-14,868.0,554.9,1283.2,,994.2
58,1999-02-01,,528.8,1179.1,1175.0,
64,2010-09-10,1021.8,,1440.6,1510.9,1132.7
28,1991-07-27,,,886.9,793.5,
21,2002-05-02,881.7,,1181.7,1109.4,957.2
52,2010-02-03,1107.3,563.8,1426.9,,1127.9
66,1996-10-23,,485.1,,1093.1,764.8
54,2009-04-22,,,,,937.7
47,1987-03-13,513.9,360.0,776.8,709.7,660.5
39,1988-05-17,,,,766.9,698.7
16,2013-05-16,,683.6,1501.6,1663.4,
43,2002-07-01,857.2,487.2,,1253.0,
50,2002-07-30,799.4,563.9,,1332.0,992.4
57,2019-10-31,1152.5,,,,
65,2019-03-14,,668.9,,1601.3,
33,2016-03-17,,689.8,,,1100.1
29,1999-01-18,,484.0,,,
51,1993-07-16,,456.4,989.4,984.3,786.0
18,2003-03-27,918.4,523.1,,1316.0,
47,1976-12-30,,250.0,,,484.6
49,1985-03-13,,335.9,710.1,,
43,2010-08-23,,581.0,1525.9,1581.3,
57,2005-06-17,,547.6,1364.4,1249.3,
50,1994-10-24,,407.0,,984.6,747.3
64,2002-02-06,,,,,843.2
63,1971-08-01,,157.7,,,463.9
52,1982-09-11,,,,,581.7
36,2008-05-06,906.9,,1394.1,1479.9,
23,1976-08-14,237.7,,,,
30,1973-04-29,168.0,174.5,359.3,,
58,1992-02-27,599.3,,847.7,896.3,675.5
20,2000-02-29,,460.0,,,
62,1992-02-21,,,946.7,,674.1
31,1997-11-12,,516.1,1130.4,1062.4,832.2
52,1972-12-12,,183.0,369.0,,
27,1994-04-26,659.1,463.2,,,829.3
62,2015-08-06,,698.1,1547.9,1509.8,
59,2001-07-19,,,,1192.6,
43,1983-12-24,,311.3,688.0,,
49,2010-04-24,1098.9,679.7,,1508.1,
19,1973-09-22,169.4,,,,468.3
44,1998-06-09,696.1,460.1,1058.0,,873.2
28,2014-10-18,,,1642.3,,1104.4
53,2001-02-07,,551.9,,1236.3,
32,2013-12-13,1025.7,,,1617.7,
58,1987-09-19,,,787.7,805.8,703.0
45,1985-10-03,,354.6,715.3,,689.3
66,1977-11-25,,,,,561.8
66,1970-08-04,,160.2,285.9,217.9,413.2
24,2013-04-02,,,,1618.4,1001.5
34,1992-08-20,596.0,,897.0,,
48,2002-01-18,930.2,523.9,1135.9,,
31,1984-05-20,,324.1,,,615.7
46,1974-06-16,211.3,,,,
23,2000-02-09,754.7,,1171.3,1130.2,
59,2000-10-19,816.2,464.7,,,966.0
45,1972-08-05,165.9,,394.5,,
59,2013-11-18,,,1618.1,,1129.2
16,1993-06-06,586.9,,917.7,,
49,2013-10-02,1147.3,630.1,,,1060.0
14,2016-04-06,,,,,1141.2
60,1972-07-07,,,352.1,282.7,445.6
66,2013-03-12,1052.4,704.5,1406.9,1651.6,
60,2004-12-17,,,1211.1,,
53,2014-07-07,,,1465.9,,1117.3
64,1994-05-09,650.1,,,,717.0
19,1979-11-06,,257.4,,496.4,578.5
35,1990-11-21,,,,,751.3
19,2004-12-03,,542.9,1277.1,,
31,1993-06-03,621.7,,925.7,,783.3
51,2002-04-25,926.6,,,,
19,1988-06-20,481.2,346.4,,,741.5
57,1977-01-02,253.3,217.5,472.8,,560.7
54,1984-04-18,420.5,,681.7,,
36,2011-03-03,978.0,,1393.9,1597.5,
64,2016-09-06,1188.1,648.6,1620.0,,1061.8
60,1997-11-25,,,,,846.4
31,1970-02-24,99.7,149.5,298.9,,429.3
66,1984-05-21,,289.6,626.4,,607.0
29,1974-07-17,212.7,209.6,,350.1,
34,1979-02-22,328.1,258.9,501.8,,539.6
19,2006-07-31,969.4,,1355.9,1431.5,1069.6
19,2012-06-28,1167.6,,1425.3,1616.4,1170.5
55,1972-01-14,,186.8,,,467.3
59,2018-04-18,1322.4,709.5,,,
21,1987-08-05,,,,,663.5
40,2011-02-01,1120.5,585.5,,1516.1,
18,1973-11-25,210.5,,,,
53,2020-09-11,,806.2,,,1305.0
18,1979-05-25,,,608.9,533.7,
32,1986-07-08,,,,,674.8
65,2003-06-23,905.7,,,,921.5
48,1989-12-29,,,,906.8,
36,1976-10-23,,225.4,,,
35,1980-10-18,377.3,,617.5,524.0,586.1
37,1983-10-04,,331.1,,651.1,
32,1993-04-26,,463.8,,1023.0,
51,1992-08-14,,,974.7,847.7,
25,2020-07-08,1266.1,,,,
40,1993-01-31,646.9,,913.8,,783.9
15,2006-09-24,1053.2,596.4,1203.1,1425.7,
36,2001-10-21,841.1,546.8,1225.9,1222.9,885.8
44,2011-04-07,1116.8,,1415.8,1395.8,986.2
32,2006-03-14,,566.8,1402.1,1223.1,
14,1978-10-08,,,,488.2,573.9
42,1996-05-22,729.4,,966.5,,
23,2003-01-18,955.1,,1204.5,1172.2,
49,1976-10-20,,241.4,440.9,402.4,
19,2002-08-23,,573.3,1108.5,,
29,2002-08-01,816.2,567.2,,,
48,1972-05-25,,,370.5,,419.9
60,2004-10-30,,,,1201.6,
43,2004-01-27,,601.9,,,
51,1983-06-27,,312.9,,,
59,1986-07-19,,,,,602.0
19,1996-07-06,707.1,,1130.3,,
36,2003-10-10,,,1298.8,1162.1,907.3
29,1987-12-05,,,,,624.8
67,1982-04-18,378.7,277.6,607.8,549.5,579.1
32,2001-04-11,,,1158.9,,
58,2002-04-12,828.1,571.8,,,
42,2013-09-24,1194.7,,1558.3,,
36,1998-11-02,,,,,834.8
50,2010-08-12,,,,,980.0
36,1992-11-01,673.1,,,865.9,717.5
34,1993-09-08,,401.4,,857.2,
46,1982-03-06,,272.1,685.6,537.2,536.9
47,2007-07-18,,,1368.7,,
63,2008-08-26,,643.1,1487.1,1462.8,
21,1977-06-05,,,,455.9,522.8
61,2016-12-25,1153.9,764.5,,,1205.8
59,2020-02-09,1379.6,,1734.6,,1154.2
60,1978-07-30,,245.0,528.0,503.8,559.5
46,1998-04-02,803.2,452.1,1111.9,,
64,1976-03-18,,242.2,,386.7,
48,1975-08-25,213.0,,,365.6,441.4
14,1989-08-16,,418.2,,773.5,745.7
29,1978-11-12,,,510.0,,
42,1984-11-03,451.7,320.6,,635.1,641.8
53,2004-09-12,,507.6,,1283.4,
14,1975-02-10,,215.4,,356.6,
64,1999-07-31,,,1023.0,1206.8,
31,2020-01-27,,,,1837.6,1232.4
41,2004-12-07,,601.8,1136.7,1400.6,889.9
67,2005-05-10,,,,,895.1
47,2010-01-04,1018.6,680.6,1536.8,1344.0,
26,2015-12-07,1204.6,672.7,,1690.0,
60,1979-01-12,,231.7,,486.4,561.8
47,2020-02-26,,,1650.7,,1297.0
22,1984-06-11,462.3,,642.5,,
42,1991-11-26,645.5,,,898.4,796.3
56,2004-12-25,,609.2,1332.8,,
53,1970-07-05,,142.3,301.0,195.4,406.8
54,1974-09-29,217.9,,427.0,,
37,1998-03-26,,,1015.2,1152.7,
23,1988-04-15,482.1,,879.9,,
16,1979-06-03,344.6,258.0,,474.1,530.7
16,1991-12-04,,,,,783.1
32,1997-08-03,776.1,,1063.2,984.0,884.2
21,2005-10-06,960.7,556.0,,1428.7,993.2
51,2001-03-31,918.2,568.1,1256.1,,
40,1996-05-09,751.0,,,,
26,1974-05-14,190.6,,432.9,,477.9
61,2013-04-14,1210.6,,,1558.5,1135.5
21,1970-07-04,,,,223.2,
25,1996-07-04,,,1071.0,,834.9
17,1986-06-16,485.3,,693.7,682.4,662.6
52,1996-03-02,781.1,,,921.7,828.7
33,2000-07-10,,,,1264.1,854.0
15,1974-02-24,193.7,,,,446.3
34,1973-11-09,190.3,,383.9,307.6,442.0
39,2001-02-23,,,1164.7,,
21,2001-01-21,755.4,525.6,1098.2,1141.9,957.5
46,2012-11-30,,,,,1057.7
47,2003-09-09,,,,1272.3,
55,2001-10-19,780.8,,,,896.7
62,1993-06-07,652.4,431.8,,902.2,
29,1977-03-26,,222.7,479.3,,
58,1977-02-12,279.3,246.7,,422.8,
35,1983-10-11,434.3,317.2,704.8,,
30,1995-01-24,703.2,,1018.8,1057.2,739.8
66,2020-01-07,1254.6,,1563.3,1617.7,1231.5
53,1974-01-05,202.5,,,,
67,2012-01-30,,,1409.5,,1000.4
63,1975-04-13,231.9,226.8,401.9,,456.6
67,2005-08-18,,,,1382.7,
49,2011-05-06,,,1497.5,,
39,1976-11-13,,,465.2,451.8,510.4
40,2004-01-14,,545.1,1290.4,,889.9
66,2014-02-23,,,,1632.0,
14,2004-10-24,,,1320.1,,
15,1998-05-08,815.4,,1046.1,,
54,2004-06-06,858.2,536.3,,,1009.6
51,1987-06-12,518.7,,,738.3,
54,2008-07-05,,,1336.8,,
34,2019-04-20,1348.8,,1505.4,,
23,2014-08-18,,742.2,1519.9,,1052.0
54,2010-12-18,,688.0,1493.7,,
53,1992-06-15,,,874.5,,
37,2017-08-25,1177.5,,,1722.4,
41,2012-07-09,1167.2,661.6,1369.4,,1076.7
55,1978-07-29,320.7,,,,510.2
51,2008-12-18,,628.1,1451.1,1396.7,
62,2013-11-17,,697.8,1564.6,1600.8,1108.5
31,1972-12-02,,,343.0,272.5,454.3
64,1983-11-08,454.7,331.1,,586.1,585.4
22,1976-03-25,,,506.3,,
16,2007-04-02,,,1451.3,1503.6,
67,2007-03-25,1005.1,,1246.0,1256.1,
66,2005-05-12,999.7,,,,
34,1995-07-17,663.2,,909.6,901.9,790.4
27,1987-12-28,483.2,395.6,,,638.6
34,2004-06-08,917.3,,,,
24,1988-08-08,541.4,358.1,842.9,758.1,
55,2017-02-15,,,,,1170.8
18,1985-11-17,,,,756.3,
61,1999-12-22,836.6,474.5,1233.7,,945.1
34,1970-04-11,,,310.4,,
31,2017-05-22,,,1625.2,,1208.6
16,1991-07-06,,,,,722.4
40,1987-04-29,510.5,388.0,787.8,,643.5
55,1972-07-15,,,,,432.0
19,1974-12-16,,,,365.2,487.2
60,1975-03-04,204.7,209.5,,368.9,521.6
63,2002-06-22,,518.6,,,915.6
43,2016-06-10,1217.0,,1728.3,,
19,1976-07-11,,217.1,,393.2,517.5
16,2009-12-16,,,,1361.9,945.2
63,1996-06-30,767.0,459.3,1040.7,1055.0,799.2
38,1993-06-08,,,889.7,,833.1
16,1977-02-10,279.4,,,,523.8
15,2010-02-02,,637.3,,1388.4,1117.2
23,2007-02-03,921.7,552.6,1397.1,1440.1,
45,2007-06-01,1012.9,,,1277.4,942.3
50,2007-11-17,,633.2,1374.8,,991.5
15,1970-02-06,96.3,,,,
56,1994-09-22,,,,,758.9
27,1989-09-12,553.1,,870.0,739.6,743.7
56,1984-01-10,,,,,565.1
